Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's nativelanguage	Languages spoken at home	Age of exposure to Spanish	Years studying Spanish	Stay abroad in Spanish speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writting/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	EN_WR_11_18_3_9_JN	2006-2016	11 / 43	25.6	Lower beginner	Male	18	Grand Valley High School	Spanish 3	3rd	English	English	English	English	16	3	No	""	""	0	""	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	2 / 6	""	""	""	""	""	Written	9	9. Anti-smoking law	written_online	120	Both inside and outside classroom	Bilingual dictionary (Spanish/English)	Pienso que la nueva ley anti tabacco no es correcta en todo. Creo que desde que somos un contry libre que debemos ser capaces de hacer lo que queremos. Que medios que si personas quieren fumar y matar thereselves entonces usted los debe permitir. Por qué debe salimos de nuestra manera de cerciorarse ellos permanecen sano. Pienso que la ley es muy muda. Soy un creyente fuerte que usted debe ser capaz de hacer lo que usted quiere. Esta nueva ley le empuja un liitle a lejos. No a muchas personas ser án apenas capaz de dejar de fumar porque alguien los dice también. ¿Tomará tiempo para ellos dejar y cuántas personas todavía lo harían aunque no sea en voz alta? Tenemos el material como que pasando diario en nuestras vidas. Principalmente ellos acaban de malgastar más tu tiempo si ellos trataron de pasar la ley anti tabacco. Honestamente hago ni pienso que la ley hace aún realmente el paso a causa de todas las personas que fuman.  <br/>  Al hacer esta investigación yo aprendí que hay muchas razones por qué ellos quieren pasar esta ley pero su son muchas razones por qué ellos no quieren pasar esta ley. En total yo pienso que si las personas quieren fumar que ellos deben ser en voz alta porque no no son una droga y si ellos hacen entonces ellos vivirán más largo y serán más sano. Digo que eso permite que las personas hagan lo que ellos quieren desde que ellos han sido en voz alta para fumar tan largo usted apenas no puede tomar que lejos de ellos ahora.	
Learners	EN_WR_11_19_0.5_13_AF	2019	11 / 43	25.6	Lower beginner	Female	19	Denison	Health Exercise and Sports Studies	Sophmore	English	English	English	English	19	0.5	No	""	""	0	""	Lower beginner (A1)	Lower beginner (A1)	Lower beginner (A1)	Lower beginner (A1)	1 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	15	Outside classroom	Bilingual dictionary (English/Spanish), Grammar book	un día un niño estaba jugando con su perro y su rana. se durmió y cuando despertó su perro y su rana se escaparon. Estaba muy molesto. salió a buscarlos al bosque. buscó un árbol mientras el perro estaba detrás de él jugando con las abejas. Buscó una roca y el perro se escondía detrás de él. pensó que las cornamentas de los ciervos eran una rama, así que las agarró. el venado se asustó y el venado lo empujó desde una colina. cayó al agua y luego en un tronco y encontró a su perro y su rana detrás del tronco. Estaba muy feliz	
Learners	EN_WR_11_19_2_2_ADD	2006-2016	11 / 43	25.6	Lower beginner	Female	19	Georgia State University	""	1st	English	English	English	English	11	2	No	""	""	0	""	Lower beginner (A1)	Lower beginner (A1)	Upper beginner (A2)	Upper beginner (A2)	1.5 / 6	""	""	""	""	""	Written	2	2. Famous person	written_online	""	Inside classroom	""	Habla de una persona famosa.  <br/>  Julia Roberts es una persona famosa. Ella es mi actores favorita. La es alta y pequéno. Ella tiene rojo pelo y es muy bonita. Me gusté Julia muy anos. Mi familia gustan Julia Roberts. Ella es un muy peculias;Bonita Ella, Erin Brokovitch, La Conspiracy, etc... Mi favorita es Bonita Ella. Roberts es dynamico actora.Julia tiene un hija y un hijo. Su hermosa es Michael Roberts y el es un muy peculias. Muy personas hablan yo busco Julia Roberts. Pero no yo alta y mi pelo no rojo es café.	
Learners	EN_WR_11_19_2_2_JVJ	2006-2016	11 / 43	25.6	Lower beginner	Male	19	Georgia State University	Spanish 1001	1st	English	English	English	English	15	2	No	""	""	0	""	Lower beginner (A1)	Lower beginner (A1)	Lower beginner (A1)	Lower beginner (A1)	1 / 6	""	""	""	""	""	Written	2	2. Famous person	written_online	""	Inside classroom	""	"Hola ! <br/>   <br/>  Me llamo es Jamar, mi topica es ""Habla de una persona famosa."" El es Martin Luther King Jr. El es muy inteligente and interesante."	
Learners	EN_WR_11_19_3_2_WEM	2006-2016	11 / 43	25.6	Lower beginner	Male	19	Georgia State University	Undergraduate	1st	English	English	English	English	6	3	No	""	""	0	""	Lower beginner (A1)	Lower beginner (A1)	Upper beginner (A2)	Upper beginner (A2)	1.5 / 6	""	""	""	""	""	Written	2	2. Famous person	written_online	""	Outside classroom	""	Holla, Mi llamo Wesley. Mi favorito persona famousa es Halle Berry. Senorita Berry es muy bonita y inteligente.	
Learners	EN_WR_11_20_0_2_ECH	2006-2016	11 / 43	25.6	Lower beginner	Female	20	Georgia State University	spanish 1001	1st	English	English	English	English	20	0	No	""	""	0	""	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	2 / 6	""	""	""	""	""	Written	2	2. Famous person	written_online	""	Outside classroom	""	de famosa persona es a femineno singuar. es popular amercino. es rubeo es ammrilo.	
Learners	EN_WR_11_21_6_2_JO	2017	11 / 43	25.6	Lower beginner	Female	21	Penn state	Communications	Junior	English	English	English	English	10	6	No	""	""	0	""	Upper intermediate (B2)	Upper intermediate (B2)	Upper intermediate (B2)	Upper intermediate (B2)	4 / 6	""	""	""	""	""	Written	2	2. Famous person	written_online	62	Outside classroom	Help from a Spanish native speaker	Un día en el centro comercial conocí a persona famosa, selena. Selena era una cantante española. Yo accidentalmente topé con ella mientras caminaba fuera de ropa americana. Al principio, me reí y le dije lo siento. Hasta que me di cuenta de que era selena. Comencé a llorar y me preguntó si quería ir a su fiesta. <br/>  <br/> No tenía ropa linda para llevar. Le pregunté qué es lo que ella recomendaría. <br/> Fuimos a su tienda favorita. Ella me compró un sujetador negro y pantalones cortos para diseñar más tarde para su fiesta. Después de ir de compras ella tenía hambre. Fuimos a comer pizza. Pizza era la comida favorita de Selena. Comió un pastel entero. Me gusta la pizza con papas fritas. Después de comer, fuimos a su casa y diseñamos nuestra ropa. Ponemos lentejuleas de oro en ella. <br/>  <br/> Cuando terminamos era tiempo de fiesta. Selena fue a actuar en su fiesta y yo solo canto.	
Learners	EN_WR_11_22_2.5_14_MH	2018	11 / 43	25.6	Lower beginner	Female	22	New York City College of Technology	""	2018	English	English	English	English	15	2.5	No	""	""	0	""	Lower beginner (A1)	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	1.75 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	60	Outside classroom	Help from a Spanish native speaker, Bilingual dictionary (English/Spanish), Spellchecker	En el video, afuera, Charlie Chaplin encontró un bebé al costado de la calle. Pensó que el bebé pertenecía a otra madre. Enfadada, la madre le devolvió el bebé porque el bebé no era suyo. Al bebé le pusieron una nota en la manta. La nota dice por favor ama y cuida a este niño huérfano.La señora estaba enojada con él porque él asumió que ella dejó a su bebé al borde de la calle. Ella lo golpeó porque él puso al bebé en su carrito. Él estaba equivocado y él se llevó al bebé.	
Learners	EN_WR_11_22_3_14_AA	2018	11 / 43	25.6	Lower beginner	Male	22	Penn State	Security and Risk analysis	Senior	English	English	English	English	18	3	No	""	""	0	""	Upper beginner (A2)	Upper beginner (A2)	Lower beginner (A1)	Lower beginner (A1)	1.5 / 6	""	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	Written	14	14. Chaplin	written_online	5	Outside classroom	Bilingual dictionary (English/Spanish), Grammar book, Background readings about the task topic (newspapers, internet, TV, etc.)	El vidoe esta en blanco y negro. El hombre es fumar y camino. Entonces el encuentro in bebe. El hombre de encontrar a su mama porque no papi.  Entonces el policia hablo el hombre. El hombre encuento nota sobre el baby. No se que nota porque nota francis. En general  video es interastante. El revive es ocho de diez porque calidad. No say negative.Yo como el viendo la pelicula porque es blanco y negro.	
Learners	EN_WR_11_25_2_2_CES	2006-2016	11 / 43	25.6	Lower beginner	Female	25	Georgia State University	Psychology	2nd	English	English	English	English	18	2	No	""	""	0	""	Lower beginner (A1)	Lower intermediate (B1)	Lower intermediate (B1)	Lower beginner (A1)	2 / 6	""	""	""	""	""	Written	2	2. Famous person	written_online	""	Outside classroom	Bilingual dictionary (Spanish/English)	Jessica Simpson es muy famosa. Ella es ingles y muy bonita. Ella le gusta cantar y bailar. Tiene viente cinco anos. Tengo viente cinco anos.	
Learners	EN_WR_11_27_0_1_AM	2006-2016	11 / 43	25.6	Lower beginner	Female	27	University of Wisconsin-Madison	PhD (5th year)	4th	English	Serbo-Croatian	Serbo-Croatian	English, Serbo-Croatian	18	0	Yes	Costa Rica, Spain	1998, 2007, 2008	1.5	""	Upper beginner (A2)	Lower beginner (A1)	Lower beginner (A1)	Upper beginner (A2)	1.5 / 6	Serbian	Lower advanced (C1)	Upper advanced (C2)	Upper intermediate (B2)	Lower beginner (A1)	Written	1	1. Region where you live	written_online	""	Outside classroom	""	"Soy viva en Madison, Wisconsin. Es muy frijo aqui. Madison es un poco cuidad, populacion ~200,000, con muchos studentas (~45,000). Madison tiene quatro lagos, multos tiendas, y un grande universidad. Madison es capital de Wisconsin, proximo Illinois, Minnesota, Iowa, Michigan. Madison es tres horas de Chicago. Mi familia no es aqui, mi familia vives en California, Canada, y Belgrado. Soy viva en Madison solo. Me gusta baliar, Madison tiene discotechs con musica y baile - salsa, bachata, regaton. ""The Cardinal"" y ""Frida's"" es buenos discotechs con ""Latinos Noches"". Y soy balia Flamenco en Madison, mi instructura vive in Espana for duos anos. Madison es (famous) for queso y leche bueno."	
Learners	EN_WR_12_13_1_1_MKD	2006-2016	12 / 43	27.9	Lower beginner	Female	13	Central Catholic High School	8th grade	1st	English	English	English	English	10	1	No	""	""	0	""	Upper beginner (A2)	Lower beginner (A1)	Upper beginner (A2)	Upper beginner (A2)	1.75 / 6	""	""	""	""	""	Written	1	1. Region where you live	written_online	""	Both inside and outside classroom	""	Hola me llamo es Michaela. Yo tengo pelirrojo y ojos verdes. Mi pelo es largo. Yo tengo muchas pecas y mi piel es muy blanca. Yo soy bastante corto y tengo pies pequenos. Mi cuerpo se construye como mi madre, pero ella teine mas musculo que hago. Yo estoy en la manera. Yo tengo gusto de los deportes y de la atleticos. Yo juego a futbol y baloncesto. Yo tengo gusto la musica pero no apenas una clase. Mi cantante preferido es Beyonce. Ella tiene una gran voz. Yo deseo que pordria cantar como ella. Ella es un gan modelo del papel. Yo tambien tengo gusto de funcionar. Mis padres son muy atletico. Hacen mucho acontecimientos athletic como triatholons. Vivimos dicen que es importante ser sano. Yo pienso tan tembien. Tenemos muchos alimentos sanos en la casa. Yo tengo dos hermanas y un hermano. Yo tengo muchas amigas. Ellos son bonita y intelligente. Nosotros vamos un a Central Catholic. Los profesores son simpaticos. Mi familia tengo un casa azul. La casa tiene tres pisos. Mi madre tiene gusto de hacer que limpie. Vivimos en el pais y hay porciones de maiz. Me gusta vivo en el pais porque es pacifico. El perro de la familia tiene gusto de el aqui tambien. Ella nombre es Tootsie. Ella es muy atletica. Nosotros jugar con ella. Tener un perro le mantiene ocupado. Mi familia tiene dos coches. Un es azul y un es rojo. Mi padre conduce el azul y mi madre conduce el rojo. Los coches son casi siempre sucios. Nosotros parqueamos los coches en la garage. Sobre la garage es la apartmento. Mi tio de la milla vive alli. El es mi hermano de los padre pero son catorce anos de separado. El es como un mas viejo hermano a mi. El padre de la milla teine dos otros hermanos y dos otras hermanas. Ellos todos teinen ninos. Yo miro a ninos cuando los padres se van. Mi comida favorite es filete. Mi cumplianos es en abril.	
Learners	EN_WR_12_13_4_2_AJC	2006-2016	12 / 43	27.9	Lower beginner	Male	13	Central Catholic High School	""	4th	English	English	English	English	11	4	No	""	""	0	""	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	2 / 6	""	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	Upper beginner (A2)	Written	2	2. Famous person	written_online	""	Inside classroom	""	Hola!! Me llamo Austin. Yo vivo el West Lafayette, Indiana. Yo tengo el trece. Yo soy bajo Yo soy el seis cimiento alta. Me padre es Chip Comery. El trabaja el Mcdonalds. Me madre es Therese Comery. Ellos trabaja el St. Lawrence. Ellos ensenar ninos chicos. Yo detestar escuela. El es aburrido. Lebron James es Lebron James es impresionante! El es tal baller, y puede hacer cualquier tiro cuando el quiere. El es mi idolo. Lo amo tanto. Espero un dia que puedo encontrarlo.Amo Abby con mi corazon entero. Ella tiene gusto imitacion, pero a le no se permite salir con cualquier persona todavia. Ella los padres no la permitea.Esperare hasta que a le se permita a sin embargo, porque ese es cuanto tengo gusto de ella. Wati hasta que seamos 30 para ella.Mis amigos incluyen, Lebron James, Michael, Stefano, Sam Kochert, Ross, Abby, Matt, Casey, Dakota, Christhon, Grady Sizemore, Daniela, Claire, Ana, Sarah, Raquel, trinidad, y George. También, Robbie, Nicholas, Matthew, masón, Alanna, belleza, y Alaina, Vicki, y Shelby.Abby tiene pelo marron, y es muy hermoso! Hay la semana proxima una danza, y bailare con ella. Le conseguire las flores y el chocalate del corazon de la paloma. Espero que el SE tenga gusto de él. Despues que puede ser que la bese en la mejilla.	
Learners	EN_WR_12_14_3_1_SEM	2006-2016	12 / 43	27.9	Lower beginner	Female	14	Central Catholic High School	""	1st	English	German	English	English, Italian, German	11	3	No	""	""	0	""	Upper beginner (A2)	Lower beginner (A1)	Lower beginner (A1)	Upper beginner (A2)	1.5 / 6	German	Upper beginner (A2)	Upper beginner (A2)	Lower beginner (A1)	Lower beginner (A1)	Written	1	1. Region where you live	written_online	""	Inside classroom	""	Hola, mi llamo es Sarah. Yo tengo catorce anos. Vivo en West Lafayette, Indiana. West Lafayette un region muy interesante. Mi casa es blanco. Mi madre tienes un jardin, de tomates y otros.  <br/>  Lafayette es un citudad de muchas gentes. Hay muchos papelerias. Yo va Central Catholic. es un escuala interesante y abburrido. Hay muchos coursos en la escuala. No es facil escribo la papel.  <br/>  Mi casa es loco en la tarde. Mi amigo viven en mi suburbio. Es Austin Rekerd. El es muy loco. Es doce anos. Yo tengo muchos amigos en la escuala. Nosotros somos ruidosamente en alumerzo. Reimos mucho.Somos loco. Mi amiga Kaitlin es muy alto. (ella es muy muy loco), y mi amigas Charley y Keira son bajas, y loco tambien. Mi amigos son loco tambien. Ustedes son Matt, Omar, Austin, Michael y Joe. Joe es mi favorito. es loco y comico. El es Intelegente, tambien. Yo jeugo futbol. mi amigas Alaina y kaitlin son en mi equipo tambien. Mi neighboorhood es grande, a menos que un individuo se ahogara en la charca el año pasado. Lo bebieron. Esto no es una tarea fácil. No hay mucho a escribir alrededor. yo reciebo marcas muy alta. Yo suy un alumna muy buena. Mi amigo, Joe, es un chico muy bueno. Reciebo marcas muy bueno ahora. La madre de Joe y mi madre son amigas muy buenas. Mi madre tiene muchas amigas. Ellas son la madres de mi amigos, so es OK. Mi hermana, Samantha es muy irritacion.! <br/>   Ella tiene once anos. es en escula en St. Lawernce.	
Learners	EN_WR_12_14_Unknown_1_DKM	2006-2016	12 / 43	27.9	Lower beginner	Female	14	Central Catholic High School	8th grade	1st	English	English	English	English	0	""	Yes	Mexico	spring break	1	""	Upper beginner (A2)	Lower beginner (A1)	Upper beginner (A2)	Upper beginner (A2)	1.75 / 6	""	""	""	""	""	Written	1	1. Region where you live	written_online	""	Inside classroom	""	Hola, me llamo Daniella. Yo soy pelo castana y largo. Yo tengo los ojos verne y azules. Me gusta amigas y amigos. Yo soy muy social. Me gusta deportes. Yo juego futbol, baloncesto, y correr. Yo soy interesante, athletica, simpatica, graciosa, y intelectual. Me gusta mi familia. Yo tengo familia grande. Yo tengo cinco hermanas y ocho hermanos. Yo tengo nueve perros y nueve gatos. Yo tengo mucho caballos y vacas. Te queiro mucho. Yo voy a la escuela. Yo tengo clases ocho. Hay mucho aburrido. Yo tengo religion, lititura, ciencias, mathmaticas, ingles, social studias, espanol, y educacion fisica. Me gusta comer y beber. Me gusta vegetales y frutas. Yo bebo limondada. Me casa es muy interesnate. Esto es gris y azul y blanco. Esto es muy linda. Yo tengo mucho musica. Me gusta bailo. Me gusta canto y bailo. Yo quiero musica. Yo quiero rap, hip hop, reggaton, y pop. Yo tengo uniformes a la escuela. Hay muy feo. Yo tengo anda a la izquierda y derecha pie. Me gusta el coche, los zapatoes, la cabella, el perro, el gato, y el ropa. Me gusta el libros tambien. Me gusta computadora, television, y revista. Yo soy leer Inkspell y Inkheart. Yo tengo futbol jugador Freddy Adu. El es muy bueno y interesante. El es guapo. El es alto, y pelo moreno. Yo tengo jugador David Beckham? No, de ninguna manera. En mi escuela ustedes uniformes. Hay muy feo. Mi escuela es muy pequeno. Yo no tengo. La escuela es muy importante. Mi amigas soy mi viva. Te quiero mi vida. Me gusta mi vida.	
